T,Hm
0.22363320105849466,28.0
-1.0195958081774388,
1.5300337600063623,36.0
-0.8820121006598899,
-2.1926106495386524,
-1.4587169179050052,
-0.6344477723245414,
-0.4958947786355831,
-0.06634910583340566,22.0
-0.8529644015804749,
1.3633521556789505,36.0
0.6735339871752691,28.0
0.30080085879497664,25.0
-0.0249369131247101,24.0
0.29416355622530843,23.0
-0.3150678235659042,20.0
-0.6973626986814061,
0.46098129594049203,25.0
1.419667774519876,30.0
-0.13130625458726927,19.0
-0.6671629581985382,
-0.48539457069072206,
0.1741107856449472,25.0
-0.12241079835384532,21.0
-1.7417070072489242,
-0.3070618773952626,19.0
-0.6516403576468386,
0.9054509570005755,34.0
-0.01907004327990621,21.0
1.8169527942359318,34.0
-0.9278151582735659,
-0.9990257048268072,
-0.4687854710222274,
-0.39857413805397224,
1.1512964285535774,33.0
0.5414950605750963,27.0
0.7223856640805251,26.0
-0.8595228167050386,
-0.059814129654759095,23.0
0.4496281809006089,22.0
0.5670574268550784,30.0
-3.0438808158592736,
-1.5491546400535987,
0.17328592471897428,19.0
-0.21602681946532407,
1.2387368117425646,34.0
0.22411169978442774,25.0
0.7249306106777675,28.0
0.7759652527605553,29.0
0.6360178708958748,31.0
0.5591689030229906,30.0
0.3785867520878006,24.0
1.1848143328712717,32.0
0.1978910976681793,26.0
0.8970945163205074,34.0
0.6083742627479684,29.0
0.0020408435661094094,
-0.649845912522612,
0.7915903918563741,29.0
0.12000861598916977,28.0
0.517977663302615,21.0
0.6028130131073324,27.0
0.8857738894779605,29.0
2.3168101191019943,35.0
0.20283774908887553,24.0
0.8113606140859185,30.0
-0.012270572292776522,22.0
1.3811303839250373,32.0
-2.4658628036588723,
-1.3867063417162575,
-1.3783823707249663,
1.8348997385249979,39.0
-1.257690414305004,
-0.03866320083295667,26.0
-0.7519462297460325,
-1.0712519988516915,
1.9349590141721105,31.0
0.6540327143273111,28.0
1.1394896196935393,36.0
-0.4520367526634184,
-1.3931862386134068,
-1.9613856035551511,
-0.6834801613770245,
2.6715841970109744,39.0
-1.3564654197540411,
0.5107495904032349,27.0
0.704090322781172,29.0
-0.9458504354510227,
-0.47546963413321813,
0.5432768560364485,25.0
0.4997268878070273,26.0
-1.293506130870885,
0.35908521681831146,22.0
-0.03517094051507484,
1.8000332254237341,35.0
1.1960813950946738,31.0
-0.8582447700650826,
-0.15260870001301674,
0.00033898470007832476,21.0
-0.3816707858261783,
1.2850577341647185,35.0
-0.3637654496737153,
-1.0399093862700626,
1.8261864425513779,38.0
-0.8115698029569439,
-1.526657073740811,
0.0493835792227473,26.0
0.8237916591002846,31.0
0.030529752584573175,
0.7214367568119224,34.0
-0.7914861155114559,
-1.9184741038570403,
-0.3707189831617207,21.0
0.23069168127852507,27.0
-1.3299728816126486,
-0.32827364025437195,
0.30027537032290497,30.0
-0.5866372084916618,21.0
-1.9565946997057448,
0.19589753818043182,24.0
1.4952352610725061,32.0
0.8519003193890822,32.0
1.2160528865294296,34.0
2.5350288201651248,40.0
-0.9525337497166816,
-1.0475854141894558,
0.5690621819799401,24.0
-1.3993785195253299,
-0.3066416031618974,20.0
-0.8333121401005612,
-0.38361772960448615,19.0
-0.6567888199476951,
-0.5115467633236268,
1.557676086163519,38.0
-0.432552544249677,21.0
0.7757539271245733,32.0
0.8440099087230493,31.0
-1.4837122889915375,
-1.2029836161964018,
-0.06175338983466242,20.0
0.7552906310302114,27.0
0.7508772518459012,28.0
-1.0940650365949411,
-0.7629076656890313,
-0.4220831931841466,
0.7574183970253138,30.0
-0.9709478565813874,
-0.31510839468250523,20.0
0.0823544009757659,
1.229105635652998,28.0
-0.9109724999365296,
0.7047386837792842,29.0
0.20784867485637834,23.0
0.9998586821025307,31.0
1.581167505071138,32.0
-0.39610187338142006,19.0
1.6778158385564843,33.0
-0.6019964034048463,
-0.10237239561453577,
1.2080023638262047,30.0
0.5909250764305469,26.0
0.5860787660577618,22.0
1.3350770550054176,29.0
-1.2353412333215064,
0.14070034667149425,24.0
1.1688533144966056,35.0
0.6265279492692465,29.0
-1.224000534355716,
-0.25130593161359555,
2.0398543554277184,41.0
0.469112095368687,24.0
-0.2625695886068697,
0.44274007585058256,28.0
1.1456176047200175,29.0
0.14354746096064933,20.0
-0.2912582800124686,
0.10918310948937547,29.0
2.5783992070846184,42.0
1.5713781245565162,35.0
0.6653918260029881,29.0
0.04665428988173087,21.0
-1.0268685868031662,
-1.5994777530652355,
0.49080600529379587,29.0
-0.09113765876103455,20.0
1.260075130635123,33.0
1.7900551969705356,37.0
-0.28625442034012033,21.0
-1.1245611411739085,
-0.2810103946657371,
0.9296991114343316,27.0
-0.4221969017491022,21.0
-0.02288264159051587,20.0
1.2356981204820074,38.0
1.2891001062893328,39.0
-0.4791760591647437,19.0
0.46226880434602985,26.0
-1.3508586705755419,
1.2164971663605657,33.0
-1.4391526444941174,
-0.31848206657619926,22.0
1.1539844624800943,29.0
-1.0807848400165783,
1.0147323795936383,33.0
0.003947264162883811,22.0
1.9971436372593667,30.0
-1.7197125308773535,
0.047884218395587465,
-0.10277156781532198,22.0
0.908548751720087,32.0
1.604939971968611,38.0
0.5517746962116071,33.0
0.1575434247317851,22.0
1.7297518798831772,36.0
-0.9774450467780778,
-1.2085669784238822,
-0.7066190360105615,
0.0510445351750746,22.0
2.4009321541055613,38.0
-0.5107431067426079,21.0
1.3637301103004196,31.0
0.48459313088365485,26.0
1.4751614474526833,31.0
0.041816089873284994,22.0
0.27155245811082684,23.0
-0.2897494199644016,
0.7816017232273706,33.0
1.6555287524664053,36.0
-1.2617102863374792,
-0.4259029025585721,20.0
0.39766411197044016,24.0
-1.4644769403535995,
1.5134003454727283,31.0
-1.125656228942613,
-0.5231958074642398,
-1.0692219317870626,
1.1276638962006365,29.0
-0.5947976435424592,
0.9057878203414294,30.0
-0.020054251185593883,24.0
0.025282270406128196,21.0
-0.28538512501483243,20.0
0.5962576363859806,24.0
-0.06328402188895475,28.0
1.4598166648668576,40.0
1.3339320095470975,33.0
-1.767224936602546,
-0.15786605139724097,19.0
-0.5804597029995258,
-1.0411848709633145,
-1.2277234116025457,
0.19041081405550414,25.0
0.5925221567618999,29.0
-2.110057530588454,
0.7347931991745541,30.0
-0.6175049582862857,
1.2477337626600202,31.0
0.32827503783043355,25.0
0.5801749931117268,25.0
0.4858281460616808,26.0
0.7756916259855285,27.0
1.5164971705237016,35.0
-0.8997293422449681,
1.868646873884321,33.0
0.01999578044602969,26.0
1.7826281981208816,36.0
1.4793987296429463,34.0
-0.3419714151518664,
-1.3949784997774402,
-1.0761415090508226,
0.24704927863979226,25.0
0.8434140577472996,32.0
0.23853542210155346,21.0
-0.25120640858893534,
1.9247057008036226,40.0
0.4646423149136184,
-2.3632600542309294,
0.47927643595697633,29.0
-3.0456021136265297,
2.6527158278550353,39.0
0.47797547433906645,24.0
-0.9444630427596298,
0.7870865107725927,32.0
0.3488812017543087,24.0
0.7784213853119308,32.0
-2.964686266108289,
1.5755985788141529,38.0
-0.24916476366566997,20.0
-1.1502471030175583,
-0.4339243634088709,
-0.08971788541801388,21.0
-1.3141959280632596,
0.20798709771748,23.0
-3.1723310136545457,
-0.8591302765011862,
0.9261061351225884,30.0
1.4020624921521494,33.0
1.6968109619593519,36.0
-1.0718000860921266,
-0.489766510246973,19.0
-1.4098584649440173,
-1.142179600869444,
-0.2138800540179892,23.0
-0.8311700425108753,
-0.0017206951356167855,21.0
2.4390842550659766,40.0
1.0361174900467747,32.0
0.2423473401031013,29.0
1.003189754981262,29.0
1.038339055528225,28.0
1.90167744102409,37.0
2.3632556614142803,39.0
0.9833297694893369,29.0
0.03808383885623878,19.0
-0.12123166306431742,19.0
0.8190019897950643,27.0
2.6362424376898113,41.0
-1.2088915007773882,
-0.9052758645578608,
0.489218711473468,28.0
2.555826473704352,36.0
0.36185469607161935,26.0
-1.6703565563158194,
-0.1659946161756335,23.0
-0.776919462405853,
0.010986993755981772,25.0
0.29054959305764716,24.0
-0.876257945391974,
-0.10320552598038463,20.0
0.02821011305055291,23.0
1.4109599726786337,34.0
1.9659537347327722,39.0
0.4378409553660913,34.0
-0.6533410001482073,
0.4580019595204207,21.0
0.22649957420027192,27.0
-0.3178395511275693,
0.8512723084319586,25.0
-1.0476229474434817,
1.5459944215987331,35.0
0.8101940898995557,30.0
-1.5576098596898205,
1.6321431582847663,34.0
-0.6669089932632203,
-0.689110836116912,
1.4696269282723395,31.0
0.3239321722525649,26.0
0.23105309549381237,24.0
0.6877695988783352,29.0
-0.7209926479308973,
0.17541284819584008,22.0
-1.6581894678139082,
-1.0187152098061973,
-0.9891128692199859,
-1.0593140549505233,
-0.686800678618335,
1.6309537011114548,35.0
0.6073540560961753,24.0
-0.1584570133498984,20.0
0.09402713972226631,26.0
0.13824605489761796,20.0
-0.3704170781642153,21.0
-0.09615244160192428,
-0.3405981098386158,
1.125904940965646,34.0
-0.9640007873681935,
1.6707206163169914,40.0
-0.6099262853867211,
-0.9669104447695364,
-2.1427877666292883,
0.8595821456673489,27.0
-0.9840366778800136,
0.4097694243587739,27.0
-1.0986350012804937,
0.47047695980203935,29.0
1.2476448267880405,35.0
-1.0217182881957065,
-0.6510426864159378,
-0.3102476017455594,
0.04352832835345256,
0.3331383758922556,22.0
1.4401770122074644,36.0
0.7726632012854439,29.0
0.29509868615415963,26.0
1.0042352200021845,30.0
0.6489322380861071,25.0
0.34828061809719263,25.0
-0.5290886905320202,
1.573336612766889,30.0
0.054982365950769524,21.0
1.1140014267940868,29.0
0.20990821537610682,26.0
-0.6691592935786378,
-0.7108417166858239,
-1.7070751010220442,
0.23517063957589776,24.0
-0.3750286149211649,
-0.02448768589914266,23.0
-0.007891584436607759,21.0
0.5801546908693909,34.0
-0.5317833248107026,
0.9009415272515645,24.0
-0.048455440464369795,27.0
-0.496347075509478,
0.6373274199856301,26.0
0.8387207574763502,32.0
0.0999534841254808,20.0
1.2051403736563508,29.0
0.3738682026657029,33.0
-0.6152614704911873,
2.0005255406049187,34.0
0.5767419684312203,23.0
-0.08568030928237799,19.0
0.6392920253427391,24.0
0.7887170761914805,29.0
0.7094587159399662,30.0
1.0808905669902926,34.0
-0.26816579254967565,23.0
-0.867654401485019,
-0.2359353796861862,24.0
-1.7561909512193001,
0.37623970690386976,25.0
0.6249784631136687,28.0
-1.8651784890767888,
0.6775248318707036,29.0
-0.5841199632180503,
-0.9068028611437892,
0.08817123110192272,20.0
0.29048118200074685,25.0
0.8224534027534743,34.0
0.5493572223628779,28.0
-0.44885547002561915,
-1.7553392918900719,
1.610039758010388,34.0
1.7457557428663648,40.0
-0.4098636270544094,
0.5529645580524225,28.0
0.034675245553570655,20.0
-0.4998758374737386,
-1.7079411646519227,
1.7550681864100204,33.0
-0.9713404971359322,
0.37891466431232046,22.0
0.8156700985187023,30.0
1.1326942134554427,32.0
-0.8492474015869145,
0.8589870784004223,30.0
1.6468076493927053,37.0
-0.4063828457716693,21.0
-0.29660084271958903,19.0
0.10850931876495759,20.0
1.6004223908169042,37.0
0.4379807849230229,25.0
-0.2472557159108412,
0.7603672218838757,33.0
0.7810800234398888,33.0
-0.10927270323292065,
0.13460332429890878,19.0
0.9445335356666755,32.0
0.009360299070049882,25.0
-0.3007300296185279,24.0
-0.24989007501593521,19.0
0.4432626031579006,26.0
-0.6652091779441021,
1.0234563026611987,33.0
0.45607922488194447,27.0
0.6549873146006054,25.0
0.05935903001178146,20.0
1.2233026620013172,34.0
-0.9587043558727728,
-0.3542486579019388,
0.0981888224426772,19.0
1.1471014026602233,29.0
0.8597098264205677,32.0
-0.6518372677537921,
0.5946143292652522,34.0
0.5070875454241166,25.0
-0.43752134466309905,
0.6403662967454844,31.0
0.2889848018898861,23.0
-1.227746916819365,
-0.5287471571634211,
-0.10968685548352022,
-0.6064028910175693,
0.908540864610215,29.0
0.8508037997267927,25.0
0.1305302550547373,
0.9203945108646966,29.0
-0.7425683178847967,
-0.06977899509958543,
-0.6479976482201231,
-0.8062061104846617,
1.316324617233306,31.0
-0.16190808446356517,22.0
1.1825841733425717,32.0
-1.0286219176119327,
1.0633099476281775,32.0
-0.7014191671578801,
0.5033694395506901,29.0
-0.007049279973380321,19.0
1.0612982101003028,33.0
0.1045719155962852,25.0
0.48260924005204264,25.0
-0.541618480584334,19.0
1.1510148897162666,31.0
1.2241727007154608,40.0
1.3821222614035271,32.0
-0.007976682634972974,24.0
-0.3950269901795369,
1.3264632812865405,37.0
0.40574337332443194,20.0
-0.9696016046220987,
-0.5900743606163827,
-1.0255229046783385,
-0.21801172507991187,
-0.7579531461565842,
-0.3365198749967423,20.0
1.309780645304547,30.0
-1.4570639662612002,
-0.3997558572648238,20.0
0.43317756154624903,27.0
-1.4730082289687847,
-0.22612048425035758,19.0
0.14226770753860885,
-0.8674004468707085,
1.48323535158938,32.0
-0.3596107899400818,19.0
-2.222335741369255,
1.0296352239413475,33.0
0.8092186890749867,31.0
-0.8182098804879936,
-0.5710301222588534,
1.8364841108735432,38.0
-2.0343061212488287,
-0.04548104358175624,21.0
-1.0673968301740957,
-1.156055422805327,
0.07856022966798669,21.0
-0.7068841036004134,
0.5020217761536763,30.0
-1.2182539990230585,
0.6485357120584628,24.0
0.9325522483371962,32.0
-0.27832481442352597,
-0.3645328681360829,19.0
0.45366271802450997,24.0
0.7018396916317843,31.0
-0.3324743634769178,19.0
-1.4851726998512504,
-0.7830017000527583,
-1.0068749302498683,
0.7024198626791494,26.0
0.4817250488668994,26.0
-1.4871264476135437,
-0.9120389770042107,
2.1867805440823322,38.0
-0.3140521841317369,
-0.33631111033398475,20.0
-1.2403525110388027,
-0.13658727192206394,
-1.0185361286241916,
-0.11903075869059186,
0.085016719530931,20.0
1.1885004047472627,34.0
0.34998281389040026,26.0
-1.2374737734997006,
-1.3380400411619042,
0.7278546671956343,28.0
1.1928177845926218,39.0
0.8256472155058541,31.0
-0.9223756500137922,
-0.3256224619714971,19.0
-0.05270309113226506,22.0
0.6094694520470029,26.0
1.233806873320559,34.0
0.7653800543860162,32.0
0.3347221749286144,24.0
-0.3275053092785733,
0.4508230429184344,25.0
-0.716395200581716,
1.0737427871317318,31.0
0.9539778396819923,27.0
-0.40311047172322306,
-0.08895115954813676,
-0.6114383708024668,
-0.7928165163364539,
0.37298311995245154,27.0
-0.23803499114589466,20.0
-0.36694652983877757,
0.00971240143189917,23.0
1.3295352160530993,35.0
2.986724401629541,38.0
1.245009745799938,32.0
0.8754269586514241,31.0
-1.5009789403880291,
0.3356610838498692,24.0
-0.850362181100942,
0.004557804900719605,24.0
0.2572221829008193,21.0
-0.7214766993206072,
0.34715693306427187,30.0
0.9077488383394228,30.0
-0.002907438147808189,28.0
-1.010799000728445,
-0.2879262299765385,20.0
0.5201544296835628,29.0
0.34252475809973637,21.0
-0.8262800276643446,
0.15853489980446644,21.0
1.485993183329619,35.0
0.4660171064746736,34.0
-1.5711977109541981,
-0.7721039990903492,
-0.06121752967412127,21.0
-0.4200962596674898,
-1.6828267657494602,
-1.9617813057086433,
-1.6638176089957837,
-1.2622816224070696,
-1.1000510654429372,
0.8510779581387257,28.0
1.196257066236838,27.0
1.88247230027119,38.0
0.5627386335976855,30.0
-1.2435738977142714,
-0.5241006571262833,20.0
-0.2823252015049365,
-0.4968377226338726,
0.6619711691099938,30.0
-0.056721156477822915,
-0.622897412562544,
0.45728139420900704,24.0
3.161567943073628,41.0
-0.4049115728908068,
0.6095574961844809,23.0
-0.7267102301831775,
1.0660457289359822,35.0
1.3728205128587576,36.0
0.8754548218870719,29.0
-1.823231555866117,
-0.0009868878998413602,21.0
1.4078288475925353,34.0
-0.35881712030662594,19.0
0.22699108051741854,27.0
-0.5157637286420961,
-0.571638273913183,20.0
0.03343176346333042,
1.9597403958678716,35.0
-0.5766948278493886,19.0
1.339013074404381,35.0
-0.27508468245326945,
0.35021088658771565,24.0
0.1234051244497704,23.0
0.035050795137313316,22.0
0.03241356371212171,
-0.34447633593594706,
-0.9337247702390848,
1.9813679113940756,36.0
-0.4691940234200808,
0.2856867709046294,19.0
0.7327914846404578,29.0
1.46175067777289,33.0
0.08169751394976302,22.0
1.949024737196296,38.0
-0.13334518733297304,
-0.8587068900270711,
-0.652349074738645,22.0
0.557169825113837,31.0
0.2156017622306414,25.0
1.6588746891332624,34.0
0.15585233507704455,23.0
0.07534801721924309,23.0
0.9586919700117957,33.0
1.3775925966881797,33.0
1.4978148133541507,32.0
-0.028282207262551547,21.0
0.3540234266906451,25.0
0.07399327271984472,23.0
0.7137125192003414,33.0
-1.2346870747929235,
-0.7858826083253834,
-0.4871210555762264,
-0.020636040206355975,20.0
-0.39530153601137524,
-1.3668522235228973,
0.8625384494288257,30.0
0.877152495522631,31.0
-0.5781190615515819,
-0.5290493350274652,20.0
0.7411045285664906,27.0
-1.3879478590866625,
0.13662567235999085,22.0
-0.7683345085666377,
0.10519419953720784,21.0
0.48096332332766173,27.0
-0.5082057643523922,
1.7036145190277325,34.0
0.6979697322375189,27.0
2.087786622150179,37.0
0.09134758009220097,21.0
-0.8638141324970897,
1.6856448004444011,35.0
-1.4237347163464924,
-0.1773826298573205,
-1.0247153980501305,
0.32703535252143395,21.0
0.4072797143047592,29.0
0.492797108966782,19.0
-0.5762086915742993,
-0.23142150893889654,24.0
-1.339786760957222,
-0.9484970225861094,
2.0763420651787365,38.0
-0.8238014932304477,
0.846998329062723,23.0
0.38613783943581764,24.0
-3.045461887034062,
-0.09830036100161445,21.0
0.18383228361817863,22.0
-0.29240368657154303,
0.6963499967548034,31.0
0.3225742795715225,23.0
-0.753713782623391,
-0.6184902727080481,
0.04332261814985316,
-1.6800523154027158,
1.6168058363088442,34.0
-0.13581471830248956,
1.4557295360661202,35.0
-1.5918454770051282,
0.6691765085487286,28.0
0.33116003036115904,24.0
-0.9388712194177452,
0.17008914188390603,20.0
0.7012174937456215,30.0
-0.5820855202574778,
-0.25275371633574356,
0.7967163264213873,27.0
0.4913765123776109,25.0
-0.587288761350835,
1.0210747923686438,30.0
0.2467402867382115,
0.13383405123653852,20.0
0.12758628846846876,28.0
1.390812956112617,36.0
-1.3136353165837769,
-1.24156905491004,
-0.9112075807016768,
-0.3935066637206753,23.0
-1.2174583012182778,
-0.4464406986615053,21.0
0.5356406938200353,32.0
