T,Hm
0.08064218083072255,
0.4964592961697867,35.0
-0.35822051336183947,
0.9543506758628526,
-1.8683142476441843,
-0.22440384901802923,
1.218865119271138,
-1.8685381286305682,
0.39425308952507276,24.0
-0.12033263484693274,21.0
0.5157524325678974,28.0
-1.1579254651956121,10.0
-1.10370389398306,7.0
0.3416235507454093,
-0.2401480623504926,
0.6912865886635722,
0.5261439849094077,33.0
-0.18053879598493114,24.0
-1.123331207445255,
-0.7551485005694135,12.0
-0.07542178705979509,17.0
0.266206003980952,
-3.2694389853014894,
-0.10721504694677818,22.0
1.7047524624512904,39.0
1.6355880288537294,
0.6191506017782775,
-1.4160170109412278,9.0
0.4330603937115509,
-1.734168127750742,6.0
0.5440823381563008,
1.3464606714920586,37.0
0.5259754967973882,29.0
0.7746611701944778,32.0
0.505172142660798,30.0
-0.15074166007796505,17.0
0.48685035728757053,
0.6913076881527849,28.0
-2.1445505485690064,
0.030828642079519207,24.0
0.6049507541161655,24.0
-0.37346791453608064,
0.7559127557273609,
-0.966177808770861,
2.412266362596634,34.0
0.7190366266617711,30.0
0.5786324246273433,
-0.31970918563711626,14.0
0.19182098309906026,
0.12741233523943823,18.0
1.451665611342937,
-2.9376463871792873,
-0.763562844072649,
0.5907625360380331,
-1.297936252129466,12.0
1.384091719522685,35.0
0.21054913165229866,
0.09847843661949503,19.0
1.2404609172791918,
0.025199449561877564,18.0
1.0039396724801555,33.0
-0.48714938436565286,17.0
2.9782470922395663,
-1.5428320000526932,
0.7139223671996775,30.0
-0.2814834343532425,
1.710802703025103,38.0
-0.8165838884135302,
-0.8681233183308339,
-1.192507345657723,11.0
0.282219395724408,
0.11829028401203977,
-0.29394120858024514,
1.1878107515457772,29.0
-1.4819707683554995,
0.4091463829875962,26.0
1.0447176784309677,
-0.09196121643683719,
1.0013698414293357,
-0.3634692438363011,17.0
-0.7651328135009771,12.0
1.6711841973470445,
2.652774587398255,
0.9753300268102123,
-1.1165020464568018,8.0
-0.9672651215144148,
-1.3514402346962564,6.0
1.113251381961501,31.0
1.6583660610609736,
0.8990346509454148,
1.9937099661560687,
0.6093248926202746,26.0
-0.2702523896592091,20.0
1.5336982997913144,
0.15335230110414075,
-1.072665052814562,9.0
-0.11787639167185174,17.0
0.26627400745178514,
-0.2285923061447825,25.0
-1.2465030966802624,8.0
-0.5907915511649255,13.0
-0.06966043367130921,
-0.6203727337014242,
-1.5037421275586773,7.0
-1.4330923908968014,9.0
-0.06207647071508456,22.0
-1.7458614650602684,
-2.1999703761374527,
0.9929304982824438,
-0.9606028828302308,12.0
0.1928536623551779,19.0
-1.1410773635685068,
0.07594208567113213,19.0
-0.0939948921437119,21.0
0.47453351258087845,
2.004406018632685,36.0
1.4298483727116318,
0.19732268990702312,
0.9062089878112298,32.0
1.519776082062007,
0.9941453642651481,
-0.6081978828097891,9.0
1.1185910721602648,33.0
-1.8266650268357976,
-0.5655113526461599,8.0
0.2744766019717535,24.0
0.4190012411315015,
1.3082384652158339,34.0
-1.4040590465039955,8.0
0.278828626393927,25.0
-0.5571818161045097,11.0
0.48914360621391456,25.0
-0.30429294826314796,
1.4105385997852358,
1.2994692946914321,35.0
-0.7392277594293194,12.0
0.8300696371362186,32.0
1.0195261826684092,
0.641976967664075,26.0
1.0724509893722396,29.0
-0.5880689563183754,14.0
-0.3701584665716013,
-2.9010972494907294,3.0
-0.009354449925818404,
0.21192498223660938,28.0
-0.8751007828341008,17.0
-0.5721237405963607,21.0
0.2735257337189819,
1.41254988656053,34.0
-0.10110546699708771,
0.27968443482374716,24.0
-0.7555417494807802,5.0
-0.5614429833187891,
-0.07342131913633924,17.0
-0.1042385758662148,21.0
0.35642785029135876,29.0
-0.47857457108122853,
0.07379294312986355,24.0
-0.4369782991068464,11.0
-1.266098556417981,12.0
-1.066688428937626,12.0
0.3858523485152332,23.0
-1.2113227311880226,
-0.26754891352652693,
-0.08339165641916549,
0.9819333946980817,
-0.9082818453135528,9.0
-0.402546688433344,
-1.2717823139099198,
0.35951087045739233,26.0
1.9647492391215255,
0.9064314308262351,
-0.561851479265369,17.0
0.5831576780710391,28.0
-0.7761850899952422,
0.9527332283763362,
-0.25281180755287685,
0.7478165379434281,33.0
-0.6450172519808307,15.0
0.12953043152071828,
0.6094275632778725,
1.123223515416671,
-0.47045534439271036,
-2.171911011698386,
-2.094549416443979,
0.21556794335098123,
0.227127267120635,21.0
-0.8000864595282361,
0.6245781667743951,32.0
0.22844870589209307,23.0
-0.41060800276321896,15.0
-1.3603162523022274,7.0
2.1651894908439506,37.0
-0.6093601435332857,15.0
0.5565228611376519,25.0
-0.6230198613131748,19.0
-0.06931364107414477,
-0.2122853699376462,
1.0129127566456178,
1.063068795553936,30.0
-0.19600580634254527,
1.6877233021136135,33.0
-0.2824489331410565,25.0
-1.1747205152339544,6.0
0.42906950989734294,22.0
0.6938750299680863,
0.02788802662535504,18.0
-0.3100571940225224,18.0
-0.2677583117482696,15.0
0.6721453367042368,
0.3911992917949404,25.0
0.6958057668756669,
-0.522689998696278,16.0
-0.024794848434691857,
-0.3147143030429802,
-0.7458677438639988,
-2.404288208444393,
2.0882221521199495,36.0
-1.4203947181254062,5.0
-0.15590053574665322,
-0.08221295500989359,24.0
-1.6870800423091157,
1.5431638940911576,
0.7955084003242358,31.0
-0.41438409613752414,16.0
0.21736966762247628,25.0
-0.48993344202947936,
0.4120466790321064,22.0
0.6658713206585527,
-0.2713045067936073,19.0
0.4909530806669722,25.0
0.09720815840363806,
1.5600353310970245,
2.61298085301849,
-2.0393885114028354,2.0
1.1501177696350793,31.0
0.618034987993909,
-0.09417794521292927,23.0
-1.2012283760983442,
-1.5494502165521242,
0.06616590575128505,
0.4699387803650672,
-0.6585164536381681,18.0
0.4913820413120601,32.0
0.9463372408788405,30.0
-0.7646743725769097,
0.4723707786476682,
1.340480329167465,
0.27649671488105465,
0.47531089093234097,
-0.727482205716426,20.0
1.4356837627980004,28.0
0.9844146498235916,
0.48602216794872066,
1.5774132746473153,36.0
-0.6339327522751163,23.0
0.3481752089864504,24.0
-1.564537284036035,6.0
0.10955297609944652,
-1.6945631865723725,
-0.2509709768548158,
0.8288201200782702,
-1.0525762989971308,12.0
-0.12352671779653983,19.0
-0.8218294323575679,10.0
-0.36729139013849493,15.0
-1.727330373679306,
-1.6848753150154725,4.0
0.7081497098975398,
-0.5687025742922069,
-0.6452659596460214,10.0
1.1805852904492156,
-1.4725444932781415,8.0
0.513506542377266,27.0
-0.8538788829816327,
1.1694981686538757,33.0
0.2814419113799847,
0.5176072321911371,
0.7773666720230458,28.0
2.307742813508717,
-0.3584660687434245,
-0.5417435465177071,11.0
-1.7764280313576133,3.0
1.4274640207806137,34.0
0.2251252412809534,24.0
0.11549526810937591,30.0
-0.19178263422516545,
1.1084854656361658,
0.7764110718300884,
1.6988688568116963,
-1.4564187715197046,13.0
0.779144360427047,
1.4004796528484815,
1.3558125702543553,
-0.2766907919063178,
-0.044500998055446536,22.0
1.0140998797412346,26.0
0.2278821197178819,
0.584225702896938,
-0.9424628571951252,
-0.7686794543509365,16.0
-1.1900695528566383,11.0
-0.3657943259107987,15.0
-0.4682213429609576,13.0
-1.38017103521746,
-0.7136650030859515,
0.46376513296994193,24.0
1.0215618000649411,30.0
-0.04734188433276885,
0.6448302560264036,
-1.556596229419767,7.0
1.5074931748677884,37.0
0.8307785642389671,32.0
-1.055025227753103,9.0
1.0598986202458258,31.0
1.2583469200288426,32.0
0.8798200079227568,
-1.3003564104076029,
1.2707804875406878,32.0
0.4941601162844304,
-0.08994775589348233,
-2.2321442058839436,7.0
2.1421646671037453,36.0
1.4980687084344446,
-0.37688615167952716,
2.260666514140376,36.0
0.12450625834099166,21.0
0.18047010517692,
2.2448252986666835,40.0
-0.19952140746314898,19.0
0.7528834407287388,
1.1065775748528088,32.0
-0.5195776911737042,18.0
-2.1527859159760574,3.0
-0.12533237728759766,
0.9166859794050857,29.0
-0.9029607437598014,
-1.5436512339110307,
0.03733886279127359,
-1.1570792882059129,
0.6749840587743975,28.0
-1.0246806713985386,11.0
-0.14811304947302267,23.0
-1.091883769956914,13.0
1.2710995035918664,
0.7621211928500976,
-1.143738227561454,7.0
0.4658979128633294,20.0
0.09351590020667053,
0.3013961131428262,24.0
0.2804108309056868,27.0
-0.1977383723523916,
-0.5587306419355655,11.0
0.4155051927867258,
-0.43604225140276415,15.0
0.35595821784017995,24.0
0.47508162563009193,28.0
-1.1329276953569345,6.0
-1.243392636616434,
0.27548933509371015,
1.6154653792694442,
-0.6519028868816733,14.0
0.25892683822585844,23.0
0.7376983263365596,
-0.5076517900386865,
-0.6780388923742632,
0.22766398731814905,
1.8921976217431202,
0.12466637955698905,22.0
-0.8407988697630586,
-0.9410396345435234,12.0
1.601989615070624,
0.46921227786939956,23.0
0.09535322138021501,
-0.5581395489285554,
-1.3364995260803783,
-1.0484326543061981,12.0
0.5640106223512154,
0.47329492029269793,28.0
-0.3410095202957092,
1.4968682818261927,
0.4711646646337423,
-0.7003136558492876,16.0
0.0047402038720265,
0.0547701517768203,
2.061632115549444,
-0.008556507771633762,
0.6838268913401759,30.0
-0.5195558185073746,15.0
-1.5982562876954522,
2.054390109655989,
-0.38489634392557454,
-1.4580715046202894,
1.8231382651866368,35.0
0.050346440812866086,
-0.36281129339814344,20.0
-1.1867517441087574,7.0
0.08670232965743654,
-0.16087684906348862,
-0.22157474949809966,14.0
0.7347491385496526,
1.3094635821780354,
-0.3067772726035013,
1.090715008286805,32.0
-1.0171941175955421,
2.0711701806382274,36.0
0.007417704737820114,
0.24280649269227741,22.0
-2.6435821234453463,3.0
1.8754884403946723,38.0
1.8670657036092768,35.0
0.14233736889114076,22.0
1.2825279430391396,33.0
0.42891721835621416,
1.0079534431218837,31.0
-2.2876955579914537,
-0.6653599525389955,
1.0808061767316979,
0.7440248631722941,
-1.0653229688019374,
-0.3089805805041798,26.0
-0.05613059663719732,
-0.2054255747432231,
-0.2376952043891115,23.0
-0.8136835187249479,13.0
0.9021401492359244,29.0
0.360220318965203,
-0.27188772919410203,24.0
-0.6755737401765273,15.0
1.3678065361633196,31.0
1.0181144958069743,33.0
-0.13514627890690187,22.0
1.0260741921366987,32.0
1.5778233767781742,32.0
1.9954556634019178,39.0
0.8209692776041483,28.0
0.09982955546520095,16.0
1.9999571147132373,
1.0341367204512812,31.0
-0.37474547175175443,
-0.18395535961288392,19.0
1.2822690226461628,
-0.9284582740310094,13.0
-0.5633751537059901,
0.1910502279066219,26.0
1.5972929853978945,
-0.01920913760268012,18.0
-0.609177107941372,
1.131468523515542,38.0
-1.6948231704024184,3.0
0.9650178495947467,
0.1128581923515561,21.0
0.26413641537210314,
-0.7262711670493934,
-0.5428857899429205,16.0
-0.7384066281292767,
-1.8085581843579717,
0.20771080818432325,20.0
-0.9017956420446673,17.0
0.472210980744325,25.0
-1.4729485495964403,13.0
0.07018915776319043,21.0
0.7691023158756211,
-0.24510295104079588,17.0
-0.32095294952418074,16.0
0.39575595386020274,23.0
-1.1025719860375491,9.0
1.0315927198017303,
-0.6373990688722775,
0.6556209193472448,28.0
-2.349630233079479,
-0.09587069845564673,
0.08671789344540837,
0.08407255824929531,
1.6716613872025161,32.0
0.4872918754562154,26.0
-0.04242877998903048,
1.885330721596349,
0.354147608104148,29.0
-0.014038609131160328,
1.6001271557811279,32.0
0.38960239347918635,
-1.158511565582327,13.0
0.9300754277389343,
-1.1237896099246907,
-0.5439388967948341,13.0
-1.4977901445743065,
-0.8186744729968306,
-0.6711720954009116,
-0.7661040449432034,16.0
-1.6477637909657115,4.0
-1.3669849262041203,
-0.9158884289136398,10.0
1.7587513176191696,36.0
-0.22683499525517978,18.0
1.521610218263247,37.0
-0.6697293717133775,18.0
0.7718312384479971,29.0
-0.488575339848442,12.0
1.4016975461302923,35.0
1.6315335494625758,35.0
-0.27613837920722306,17.0
1.3026820660604779,32.0
0.2268616596044073,
-1.1571689414993875,
-2.0084909781371194,5.0
0.9728109022513097,
0.9224652385472434,31.0
-1.5653073757508473,7.0
-0.6989536567853339,
0.33926422740437234,29.0
-1.0908607679670945,6.0
-0.5062302368439777,
1.2754042672611823,
-0.7575172046487516,16.0
1.8088077361072452,
-2.7291076830514625,2.0
0.38375829793253585,26.0
-0.19213816959754754,
-0.11919618892726687,
0.4418853839292565,32.0
2.7289052707694843,
0.5848907707235853,28.0
0.408499907193545,27.0
-0.49908954118205895,
-0.836472571857258,9.0
-1.0824492690602834,
-0.7110378802986378,19.0
0.42524348552886065,
-0.218876425549301,
0.29944182942350156,
2.455901736213384,
0.682859875289858,
0.7402127471510015,26.0
-0.4307565552632765,20.0
-0.16442546376884273,
-0.039782065783631526,
0.13841418406072067,
0.9936563336661711,
0.6930456262933153,
0.17674161092896104,
0.5605331475542141,24.0
-1.46913512054721,
1.5476141045066245,
0.24485162413641992,26.0
-0.9758015220082121,
-0.01823679137199491,21.0
-0.11250370632120302,
-0.31754305665447996,
-0.23669635836190522,
-0.9051939478556456,11.0
-0.8640362993425913,
-1.749475795602234,
0.5584620395133479,
1.0268336462245833,
-1.1162815963506811,
-0.4432305072641893,12.0
-0.6718568139304267,
0.7809159903775446,
0.7575461959509582,
-0.37389493471264906,17.0
-1.0476407411684912,9.0
-0.4925965194664309,14.0
-0.6095931385340922,
0.9556949138010593,28.0
-1.1995721801101085,
0.08027377662622091,16.0
-0.5432136977809222,
1.1435600761986955,27.0
-2.1726494994844,6.0
0.14776170631719168,21.0
2.2087577878928903,40.0
-0.9777492258049107,
-0.5319693740715262,15.0
-0.10994667240700523,
-0.05534988800725527,22.0
-0.13866713841560377,
0.46356592059102686,
0.14713988725556523,24.0
2.17570693235261,
0.6615578832059615,32.0
-0.08691325116382624,
1.410355008382877,35.0
-0.4701983471158283,
-1.2838266052352238,
1.608051063287421,
1.766669468876246,35.0
-0.7363381788061996,
-1.1071428920550515,8.0
-1.4867633152328228,8.0
-0.499025061830788,19.0
-0.17397203539014022,24.0
-1.2238183834698981,
0.44010178309345177,25.0
1.3714911795199154,
-0.47134351970712035,15.0
0.6572612808446305,
0.0038972049771880068,22.0
1.1042470654304297,
3.1649217977541957,
0.6889772339638582,
-0.5953651433507108,13.0
0.42721967008156825,24.0
2.231613420967593,36.0
-0.23823755820978557,18.0
0.4375174263593697,24.0
-0.12828558008424665,
-0.8094410536127196,18.0
-2.0447483214537416,
1.8891323401434708,
-0.4069078656942672,
-0.3178311765488069,17.0
1.6325411881121608,
1.7542344160745293,34.0
1.0625186060287903,
-1.3318533233636465,14.0
-0.5111884800373121,
-1.652215989987355,2.0
0.348675284172319,25.0
2.191700103650531,
0.0943280777472149,
0.26950073568266797,26.0
-0.21243899904475863,27.0
-1.0131453888254989,8.0
